Student_ID,gender,branch,cgpa,tenth_percentage,twelfth_percentage,backlogs,study_hours_per_day,attendance_percentage,projects_completed,internships_completed,coding_skill_rating,communication_skill_rating,aptitude_skill_rating,hackathons_participated,certifications_count,sleep_hours,stress_level,part_time_job,family_income_level,city_tier,internet_access,extracurricular_involvement,placement_status,salary_lpa
175,Female,ECE,1.84,42.4,29.3,0,2.7,33.3,1,1,2,3,2,2,1,7.1,3,Yes,Low,Tier 2,Yes,High,Not Placed,0.0
176,Male,ME,0.65,1.7,25.0,0,2.1,51.1,3,1,1,3,1,1,3,7.6,2,No,Low,Tier 2,Yes,Low,Not Placed,0.0
177,Female,ME,7.63,76.6,92.6,0,7.4,80.9,4,3,3,4,4,3,0,6.1,8,Yes,High,Tier 2,Yes,Low,Placed,16.49
178,Male,CSE,4.27,50.9,51.7,0,4.6,53.9,3,2,2,2,1,2,0,7.7,10,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
179,Female,ECE,6.27,68.5,59.3,1,5.0,91.8,4,1,4,3,3,5,2,7.6,6,No,High,Tier 2,Yes,Low,Placed,14.31
180,Male,CE,7.28,78.7,60.0,1,8.6,77.9,7,3,5,3,3,4,0,6.1,6,No,High,Tier 2,Yes,Low,Placed,15.48
181,Male,ECE,6.79,78.8,77.5,0,7.1,71.4,5,3,5,4,2,4,3,7.1,4,Yes,Low,Tier 3,Yes,High,Placed,16.99
182,Male,ME,4.71,54.7,58.2,0,5.3,74.2,3,1,2,2,3,0,2,7.9,7,No,High,Tier 1,Yes,High,Placed,11.98
183,Female,CSE,3.88,44.3,42.6,0,5.2,40.5,4,2,1,2,1,1,0,9.9,5,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
184,Female,CE,3.76,42.9,58.3,0,4.4,27.2,3,2,2,2,3,2,2,8.4,7,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
185,Male,IT,6.4,63.3,65.0,0,7.3,87.3,3,2,3,2,4,2,2,7.3,2,No,Medium,Tier 1,Yes,Low,Placed,14.52
186,Female,CE,4.95,65.0,56.3,0,5.0,54.7,4,1,3,1,2,1,2,7.3,6,No,Medium,Tier 2,Yes,Medium,Placed,14.07
187,Female,IT,8.49,80.7,85.8,0,7.4,96.3,6,2,5,2,5,5,0,6.8,4,No,Low,Tier 3,Yes,High,Placed,17.27
188,Male,ECE,8.75,97.8,84.5,2,8.3,88.1,6,5,5,5,4,3,0,7.1,7,No,High,Tier 1,Yes,Medium,Placed,17.86
189,Male,CE,1.71,29.7,34.0,0,4.3,31.3,2,0,1,4,1,1,3,7.9,3,No,Low,Tier 3,Yes,High,Not Placed,0.0
190,Male,CSE,1.36,21.3,40.4,1,4.0,50.4,3,1,1,5,0,1,2,7.9,7,No,Medium,Tier 2,No,High,Not Placed,0.0
191,Male,CSE,6.3,74.7,57.0,0,6.5,67.9,7,2,4,2,3,3,0,6.9,4,No,Low,Tier 1,Yes,High,Placed,15.46
192,Female,IT,3.01,33.3,47.0,2,4.1,40.1,2,2,3,1,1,1,3,5.7,5,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
193,Female,IT,0.19,23.0,21.2,0,2.3,23.5,2,0,1,3,0,1,1,6.7,7,No,Medium,Tier 1,Yes,High,Not Placed,0.0
194,Female,CE,8.89,92.7,90.7,0,8.7,67.5,5,4,4,5,4,2,4,6.0,4,No,Low,Tier 1,Yes,Low,Placed,18.14
195,Male,CSE,2.27,28.3,44.9,0,4.4,53.5,1,1,1,2,2,1,2,5.5,2,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
196,Male,IT,9.29,99.3,92.8,0,7.8,79.5,3,3,3,3,5,3,0,7.7,6,No,Medium,Tier 1,Yes,Medium,Placed,16.7
197,Female,IT,7.17,81.4,80.2,0,7.8,77.6,6,2,4,1,4,4,1,7.4,4,No,High,Tier 1,Yes,Low,Placed,17.5
198,Female,CSE,7.63,91.4,86.2,5,7.2,78.6,3,2,4,3,4,4,1,5.9,3,No,Medium,Tier 2,Yes,High,Not Placed,0.0
199,Female,ECE,2.01,41.7,29.0,1,3.6,35.8,1,1,2,3,2,1,3,6.6,6,No,High,Tier 2,Yes,Medium,Not Placed,0.0
200,Female,CSE,2.34,39.8,39.7,0,4.5,30.8,3,1,3,0,1,2,0,7.4,6,No,Low,Tier 3,Yes,High,Not Placed,0.0
201,Female,CSE,5.21,48.0,57.2,0,5.9,96.7,2,0,4,2,3,4,3,7.3,6,No,Low,Tier 2,Yes,Medium,Placed,13.67
202,Male,EE,1.72,54.1,30.4,0,3.6,44.7,0,0,0,2,1,1,1,7.5,7,No,Low,Tier 2,Yes,Low,Not Placed,0.0
203,Male,IT,3.05,26.9,39.2,2,3.2,75.2,1,2,2,1,1,3,0,6.1,2,No,High,Tier 1,Yes,Medium,Not Placed,0.0
204,Female,IT,3.21,51.8,48.4,1,5.2,68.2,3,1,3,2,2,4,1,7.4,4,Yes,Low,Tier 1,Yes,Low,Not Placed,0.0
205,Female,EE,1.6,32.9,31.6,0,3.3,40.7,3,0,1,4,1,0,1,6.9,6,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
206,Male,ECE,2.05,20.7,38.3,1,3.1,49.5,1,0,1,2,1,2,2,7.9,8,No,Low,Tier 1,Yes,Low,Not Placed,0.0
207,Male,ME,7.89,80.8,80.9,1,8.1,84.2,6,2,5,4,5,3,2,8.3,6,No,Medium,Tier 2,Yes,High,Placed,17.11
208,Female,ECE,1.67,28.4,15.3,0,5.3,67.2,2,1,1,3,0,2,2,10.0,8,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
209,Male,ME,0.28,30.4,20.6,0,0.5,46.6,0,0,0,3,0,0,1,8.6,4,No,Medium,Tier 1,Yes,High,Not Placed,0.0
210,Male,CSE,6.29,61.3,69.0,1,5.1,63.1,3,3,3,4,4,3,0,7.2,4,No,Low,Tier 1,No,High,Placed,13.25
211,Male,CE,9.76,95.3,98.5,2,10.0,97.8,4,2,4,5,4,2,3,7.0,5,No,Medium,Tier 1,Yes,Medium,Placed,16.23
212,Female,CSE,3.31,19.8,38.5,0,4.2,64.5,4,1,4,2,4,4,3,5.9,5,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
213,Female,CSE,1.19,42.5,15.6,4,2.5,28.0,3,1,2,4,0,3,1,5.9,2,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
214,Male,IT,5.7,52.7,69.8,0,5.4,75.1,4,1,3,2,3,2,2,7.3,5,No,Low,Tier 1,Yes,Low,Placed,13.6
215,Female,ECE,9.06,95.3,87.7,0,9.1,100.0,3,3,4,5,5,2,1,7.4,5,Yes,Medium,Tier 3,Yes,Low,Placed,19.0
216,Male,IT,7.84,80.6,82.4,0,9.6,71.8,3,1,4,2,3,3,0,10.0,4,No,High,Tier 3,Yes,Medium,Placed,15.66
217,Male,ECE,6.23,67.0,65.0,3,5.2,63.7,3,2,5,3,5,3,1,6.1,4,Yes,Medium,Tier 2,Yes,High,Placed,15.01
218,Female,IT,3.15,49.9,43.1,0,3.6,67.8,3,2,3,5,2,1,4,6.0,6,No,High,Tier 2,Yes,Medium,Not Placed,0.0
219,Female,CSE,5.42,77.8,56.9,0,4.9,63.3,2,1,2,2,3,0,1,7.3,7,No,Medium,Tier 1,Yes,Medium,Placed,13.15
220,Female,CSE,0.91,25.2,15.6,0,2.9,28.7,2,1,1,4,1,2,0,6.4,6,Yes,Medium,Tier 2,Yes,Medium,Not Placed,0.0
221,Female,CSE,6.79,79.3,77.1,0,7.5,86.3,4,2,3,2,5,4,1,7.5,6,No,Medium,Tier 2,Yes,Low,Placed,15.95
222,Male,ECE,7.25,79.9,70.0,2,8.2,85.4,3,3,3,5,4,2,2,6.4,5,No,Medium,Tier 2,Yes,Low,Placed,15.98
223,Male,CSE,9.65,100.0,96.8,0,9.0,94.0,3,2,3,1,5,2,2,6.7,6,No,Low,Tier 2,Yes,Medium,Placed,16.35
224,Male,ECE,2.6,32.5,42.9,2,5.8,64.1,2,1,2,1,3,2,0,7.5,7,No,High,Tier 3,Yes,Low,Not Placed,0.0
225,Male,ECE,0.18,27.3,13.6,3,1.1,50.4,0,0,0,2,2,1,3,6.3,9,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
226,Male,CSE,5.46,72.5,49.6,0,4.5,66.8,3,1,4,2,2,5,1,6.6,8,Yes,Low,Tier 1,Yes,Medium,Placed,13.92
227,Female,ECE,7.07,85.9,98.8,1,7.9,100.0,2,2,4,4,4,4,2,7.6,3,No,High,Tier 1,Yes,Medium,Placed,16.95
228,Male,ME,7.9,75.5,75.9,0,7.2,100.0,3,3,3,5,3,1,2,7.1,1,No,Medium,Tier 1,No,Low,Placed,15.73
229,Female,CSE,1.94,29.8,39.8,0,1.5,22.8,0,0,0,4,2,1,3,6.2,7,No,Low,Tier 2,Yes,Medium,Not Placed,0.0
230,Female,ECE,2.62,39.7,58.4,0,3.0,38.4,2,1,3,3,2,2,3,6.4,6,No,High,Tier 2,Yes,Medium,Not Placed,0.0
231,Female,IT,5.13,44.9,66.9,1,5.3,38.7,4,2,3,3,2,2,2,8.3,5,No,Medium,Tier 2,Yes,High,Placed,11.48
232,Male,ECE,3.31,59.1,41.5,0,3.2,51.0,3,0,2,2,2,3,3,7.4,6,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
233,Male,IT,8.61,88.1,86.2,0,6.5,72.1,4,1,3,3,4,1,1,6.6,5,No,Medium,Tier 3,Yes,High,Placed,13.93
234,Male,ECE,4.74,58.1,47.6,3,4.6,53.7,5,2,4,3,2,3,2,8.0,2,No,High,Tier 1,No,Low,Not Placed,0.0
235,Male,ECE,8.0,77.2,90.8,1,6.0,96.1,3,2,3,3,5,1,2,7.5,3,Yes,Low,Tier 2,Yes,Medium,Placed,14.98
236,Female,CSE,5.81,51.1,70.1,0,6.2,48.8,3,1,3,2,3,1,0,8.6,3,No,Medium,Tier 3,Yes,Medium,Placed,12.69
237,Male,IT,7.73,74.7,74.7,0,5.0,82.9,5,3,4,2,5,2,2,8.1,7,Yes,Low,Tier 1,Yes,High,Placed,16.14
238,Male,IT,3.33,45.5,34.2,0,3.9,56.5,5,1,4,3,3,5,3,8.4,9,No,Low,Tier 2,Yes,High,Not Placed,0.0
239,Female,CSE,8.31,92.4,71.3,0,7.8,83.9,5,4,4,3,2,3,1,6.6,5,No,Low,Tier 3,No,Low,Placed,15.44
240,Male,ECE,2.75,40.0,49.9,0,3.3,53.1,1,1,1,2,1,4,0,5.9,10,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
241,Female,EE,5.46,64.9,62.9,0,6.4,41.0,2,2,3,2,5,3,0,7.9,2,No,High,Tier 3,Yes,Low,Placed,14.11
242,Female,ECE,2.14,29.8,37.3,0,1.6,38.1,3,0,3,4,3,3,0,7.9,4,No,Low,Tier 1,Yes,High,Not Placed,0.0
243,Female,ECE,4.76,60.4,47.9,1,4.1,82.1,4,2,4,4,1,2,0,6.9,6,No,Medium,Tier 2,Yes,Medium,Placed,12.36
244,Male,CE,3.18,56.9,28.8,0,3.4,39.7,2,1,1,5,3,1,0,5.7,1,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
245,Male,IT,2.67,44.7,49.0,0,4.1,71.0,3,4,2,5,1,0,0,7.4,9,No,Low,Tier 2,Yes,Low,Not Placed,0.0
246,Female,ECE,9.67,100.0,95.8,0,8.5,76.1,3,3,3,2,2,2,2,7.5,4,No,Medium,Tier 3,Yes,Medium,Placed,16.14
247,Male,IT,1.6,31.5,39.9,0,4.8,26.3,2,1,2,3,3,1,0,5.4,6,No,Medium,Tier 3,No,Medium,Not Placed,0.0
248,Female,ME,7.87,66.9,77.1,0,6.2,70.8,5,3,4,1,4,3,1,7.4,6,No,Low,Tier 2,Yes,Low,Placed,15.65
249,Female,ECE,9.84,88.2,94.4,0,7.0,100.0,5,3,4,1,5,4,2,8.4,2,Yes,Low,Tier 3,Yes,Low,Placed,17.94
250,Female,ECE,0.2,21.2,26.7,0,3.4,29.6,2,1,2,5,0,1,0,5.4,10,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
251,Male,ECE,6.99,74.3,81.2,0,5.0,81.1,3,4,4,5,2,4,1,7.6,6,No,Medium,Tier 2,Yes,Low,Placed,16.1
252,Male,EE,2.53,40.9,46.2,0,4.0,51.1,2,0,2,2,0,0,2,8.6,5,Yes,Low,Tier 3,Yes,High,Not Placed,0.0
253,Female,IT,0.4,35.2,18.2,0,0.8,36.7,3,0,1,4,3,1,1,8.6,3,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
254,Male,CSE,4.03,56.5,56.4,0,2.3,74.5,1,0,2,5,1,1,0,4.8,6,No,Medium,Tier 3,Yes,Low,Not Placed,0.0
255,Male,ME,9.35,100.0,100.0,0,7.7,100.0,5,4,4,1,5,3,2,8.3,2,No,High,Tier 1,Yes,Medium,Placed,19.04
256,Male,ECE,0.12,17.0,17.9,0,2.5,22.0,0,0,0,4,0,1,4,6.6,6,No,Low,Tier 2,No,Low,Not Placed,0.0
257,Female,CSE,5.88,56.9,59.9,1,4.4,67.0,3,4,4,2,2,2,0,6.5,8,No,High,Tier 3,Yes,Medium,Placed,14.35
258,Female,ECE,5.01,57.0,71.5,4,5.6,86.0,3,2,2,3,3,3,5,10.0,8,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
259,Male,ECE,8.73,81.2,81.3,0,8.4,91.2,5,2,4,5,3,3,1,7.3,4,No,Medium,Tier 3,Yes,Low,Placed,15.31
260,Male,ME,0.84,37.7,31.0,1,0.8,21.9,1,0,1,5,1,3,0,6.5,5,No,High,Tier 2,Yes,High,Not Placed,0.0
261,Female,CSE,6.82,80.9,72.0,1,6.0,58.7,6,2,5,3,3,4,2,8.0,7,No,Low,Tier 2,Yes,Medium,Placed,15.85
262,Female,ME,6.8,78.0,54.0,3,7.8,86.5,6,1,5,5,3,5,1,9.0,8,No,High,Tier 1,No,Low,Placed,15.11
263,Male,ECE,6.69,84.2,82.8,0,6.8,83.6,2,2,3,1,3,2,5,7.2,9,No,Medium,Tier 2,Yes,Medium,Placed,14.4
264,Male,CSE,9.42,74.9,65.8,2,7.8,80.5,5,4,5,4,5,4,2,6.4,9,No,Low,Tier 1,Yes,Medium,Placed,17.28
265,Female,EE,8.23,90.8,64.0,3,7.7,93.4,6,2,4,4,4,3,0,7.1,4,Yes,Medium,Tier 2,Yes,Medium,Placed,14.98
266,Female,ECE,0.42,5.5,26.6,0,1.1,56.7,1,0,0,4,1,0,1,8.3,7,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
267,Female,CSE,4.71,55.0,61.0,0,5.9,80.8,0,1,2,2,4,1,1,6.6,3,No,Low,Tier 2,Yes,Medium,Placed,11.45
268,Female,ECE,3.98,45.7,43.5,4,5.4,78.1,3,2,4,3,3,3,0,8.3,5,Yes,Medium,Tier 1,Yes,Low,Not Placed,0.0
269,Male,ME,3.1,48.0,44.3,0,3.8,60.3,5,2,4,4,2,4,4,6.8,3,No,Medium,Tier 3,No,Low,Not Placed,0.0
270,Male,CSE,4.51,55.6,28.8,0,4.9,59.9,3,2,3,0,2,3,0,4.8,3,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
271,Female,CSE,3.84,61.1,55.8,1,3.2,53.2,3,3,2,3,2,2,1,8.8,6,No,Medium,Tier 2,Yes,High,Not Placed,0.0
272,Female,CSE,4.32,45.7,55.1,0,3.2,60.7,4,0,2,2,2,0,2,7.4,4,Yes,Medium,Tier 2,Yes,Medium,Not Placed,0.0
273,Female,CSE,9.79,100.0,95.9,0,8.0,83.2,4,3,4,4,5,4,2,8.3,6,No,Medium,Tier 2,Yes,High,Placed,18.49
274,Female,IT,0.89,24.2,25.3,0,2.0,36.0,1,1,1,5,2,0,3,7.4,3,No,Low,Tier 1,Yes,Medium,Not Placed,0.0
275,Male,ECE,9.22,77.0,96.7,0,9.0,100.0,3,4,4,2,5,1,2,7.0,6,No,Medium,Tier 1,Yes,Low,Placed,18.11
276,Male,CSE,4.8,46.6,56.1,2,5.8,44.5,4,2,3,2,3,4,2,7.9,5,No,Low,Tier 2,No,High,Placed,12.45
277,Female,CSE,6.24,66.5,49.2,0,6.1,54.0,3,3,3,3,2,4,4,6.8,5,No,Medium,Tier 3,Yes,High,Placed,14.59
278,Female,CSE,8.3,96.7,100.0,2,8.5,94.8,4,4,4,2,4,3,5,9.2,3,No,Low,Tier 2,Yes,Medium,Placed,15.85
279,Female,CE,3.6,50.2,58.8,0,3.1,52.4,1,2,2,3,2,3,0,7.0,8,Yes,Low,Tier 1,Yes,Medium,Not Placed,0.0
280,Female,CSE,4.3,39.9,39.6,0,5.6,37.7,3,1,3,3,3,2,1,9.2,6,No,Low,Tier 2,No,Low,Not Placed,0.0
281,Female,EE,4.1,48.4,47.3,0,3.6,58.9,2,1,2,4,3,1,1,7.7,7,No,Medium,Tier 1,Yes,Medium,Not Placed,0.0
282,Male,ECE,3.75,67.1,45.6,0,5.4,55.1,0,0,2,3,1,1,1,4.1,3,No,High,Tier 3,Yes,Low,Not Placed,0.0
283,Male,CSE,9.26,94.8,100.0,2,8.0,85.4,3,4,4,3,4,2,2,5.8,7,No,Medium,Tier 2,Yes,High,Placed,16.01
284,Male,ME,8.29,82.2,62.7,0,5.3,93.0,6,4,5,5,4,3,0,8.0,6,No,Medium,Tier 2,Yes,Low,Placed,17.57
285,Male,ECE,1.09,29.2,21.7,2,3.0,25.5,3,0,1,3,2,0,1,5.9,5,No,Medium,Tier 3,Yes,High,Not Placed,0.0
286,Male,IT,1.08,31.8,9.0,0,3.1,41.6,2,0,2,2,1,0,2,5.4,8,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
287,Male,EE,4.28,46.8,49.4,0,4.0,58.1,2,0,2,3,2,1,1,8.5,6,No,Low,Tier 2,Yes,High,Not Placed,0.0
288,Male,CSE,0.99,28.4,21.2,0,1.8,41.4,3,0,2,2,2,1,2,5.1,6,No,High,Tier 1,Yes,Low,Not Placed,0.0
289,Male,CSE,6.19,64.3,68.3,1,5.7,51.4,6,1,4,2,3,3,4,7.9,2,Yes,Low,Tier 3,Yes,High,Placed,14.11
290,Male,IT,1.44,34.4,23.5,0,0.6,37.4,1,0,2,1,1,1,3,6.6,8,No,High,Tier 1,Yes,High,Not Placed,0.0
291,Male,CSE,5.22,61.1,52.2,1,2.8,66.6,2,2,3,4,2,3,1,7.8,6,No,High,Tier 3,Yes,Medium,Placed,13.67
292,Male,CSE,0.07,20.4,24.8,1,2.9,41.9,0,2,0,2,1,0,4,7.3,8,Yes,Medium,Tier 3,Yes,High,Not Placed,0.0
293,Female,CSE,3.17,34.4,47.9,0,2.9,76.2,2,2,1,3,4,0,1,4.5,4,Yes,Medium,Tier 3,Yes,Medium,Not Placed,0.0
294,Male,CSE,6.77,64.3,77.7,0,8.1,85.3,4,2,4,3,3,2,1,6.6,4,No,Medium,Tier 3,Yes,Low,Placed,13.74
295,Male,IT,4.84,65.6,55.0,0,6.3,69.6,4,2,5,3,3,2,1,6.7,9,No,High,Tier 1,Yes,Low,Placed,14.21
296,Male,CSE,9.78,97.3,90.5,3,9.9,100.0,6,5,5,4,4,3,2,7.5,7,No,Low,Tier 2,Yes,Low,Placed,17.35
297,Female,ECE,8.74,92.1,86.7,0,7.0,83.8,3,4,3,3,4,2,2,7.4,3,No,Medium,Tier 1,Yes,Low,Placed,16.29
298,Male,IT,3.59,42.5,51.7,0,2.4,75.2,4,1,3,2,2,3,1,6.7,6,No,Low,Tier 2,No,Medium,Not Placed,0.0
299,Female,ECE,0.45,27.8,0.0,0,0.7,51.1,2,1,0,2,2,0,1,5.6,8,Yes,High,Tier 1,Yes,High,Not Placed,0.0
300,Male,CSE,8.46,80.8,89.6,1,7.0,80.4,3,2,4,4,4,1,0,7.6,6,No,High,Tier 2,Yes,Low,Placed,16.74
301,Male,IT,9.11,91.1,94.0,1,5.5,100.0,3,3,5,4,4,3,4,8.0,4,No,Medium,Tier 2,Yes,High,Placed,17.17
302,Male,CSE,8.21,92.6,84.3,3,6.8,89.6,5,3,4,4,4,3,3,7.4,4,No,Medium,Tier 2,Yes,High,Placed,15.96
303,Male,IT,1.28,37.6,26.7,2,2.2,69.0,0,1,1,3,0,0,1,6.7,6,No,Low,Tier 1,Yes,Low,Not Placed,0.0
304,Female,ME,9.98,94.6,72.2,0,7.2,98.5,4,3,4,1,5,3,3,6.6,8,No,Medium,Tier 1,Yes,High,Placed,18.3
305,Female,ECE,2.59,56.6,34.3,0,2.3,43.8,3,2,3,4,1,1,1,5.9,4,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
306,Female,ECE,7.24,79.7,93.8,1,6.3,69.2,4,2,3,3,5,2,3,7.3,1,Yes,Low,Tier 1,Yes,Low,Placed,14.69
307,Male,ECE,9.08,81.8,90.8,3,8.2,85.2,4,3,5,3,4,3,1,7.2,5,No,Medium,Tier 2,Yes,Low,Placed,17.95
308,Male,ECE,2.36,38.8,33.8,0,2.3,42.3,1,2,0,1,3,0,0,8.0,6,No,Medium,Tier 3,Yes,Medium,Not Placed,0.0
309,Female,ME,9.08,88.4,90.8,0,8.1,100.0,4,3,5,2,4,5,1,6.3,7,No,Low,Tier 3,Yes,Medium,Placed,17.87
310,Male,ME,3.09,45.6,46.3,2,3.8,53.2,0,0,1,2,1,2,1,7.1,3,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
311,Male,CSE,9.76,97.5,100.0,0,8.4,74.2,4,3,4,3,5,2,2,5.4,6,Yes,High,Tier 1,Yes,Medium,Placed,17.81
312,Male,IT,2.81,39.6,38.2,0,2.8,54.4,2,2,1,4,1,3,0,6.6,4,No,Medium,Tier 2,Yes,Low,Not Placed,0.0
313,Male,CE,9.53,86.9,98.5,3,6.8,93.7,5,2,5,3,5,5,1,6.3,7,No,Medium,Tier 2,Yes,Medium,Placed,17.68
314,Female,EE,0.54,29.5,39.1,2,3.6,32.6,4,1,2,4,2,1,2,8.3,5,No,Low,Tier 2,Yes,Low,Not Placed,0.0
315,Female,ECE,7.09,63.7,84.8,0,7.1,80.8,6,2,5,5,5,3,0,9.0,7,No,Low,Tier 3,Yes,Low,Placed,18.1
316,Female,ECE,5.32,49.1,84.0,0,6.2,66.4,4,2,3,3,2,3,0,5.6,6,No,High,Tier 2,Yes,High,Placed,13.75
317,Male,CSE,4.78,59.3,49.7,0,4.8,71.3,4,3,3,4,4,3,0,8.1,7,No,Medium,Tier 2,Yes,High,Placed,12.06
318,Male,EE,2.23,50.0,52.6,3,2.9,55.3,3,0,3,2,1,4,0,7.8,5,Yes,Low,Tier 2,Yes,Low,Not Placed,0.0
319,Male,CSE,7.06,71.5,66.6,5,6.9,81.7,5,1,4,2,1,4,1,6.3,4,No,High,Tier 1,Yes,High,Not Placed,0.0
320,Male,ECE,1.91,38.2,36.8,1,1.0,30.9,3,2,2,4,3,1,0,6.1,5,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
321,Male,CSE,5.53,72.7,69.6,0,4.3,93.6,4,1,4,2,3,2,4,6.1,7,No,High,Tier 2,Yes,High,Not Placed,0.0
322,Female,CSE,2.53,44.7,33.1,0,2.5,31.5,2,0,3,4,3,3,0,6.5,10,Yes,Medium,Tier 2,Yes,Low,Not Placed,0.0
323,Female,ECE,9.56,93.1,95.4,1,7.7,90.8,6,4,5,5,4,2,1,6.6,8,No,Medium,Tier 3,Yes,Medium,Placed,18.59
324,Male,EE,0.29,6.6,29.4,0,0.8,23.6,0,1,0,4,1,2,2,6.8,9,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
325,Female,CSE,2.0,9.9,26.9,0,3.2,51.8,3,0,1,3,3,0,4,6.4,5,No,Low,Tier 2,Yes,Low,Not Placed,0.0
326,Female,ECE,2.42,32.9,54.1,0,3.3,51.2,0,1,1,1,2,2,2,8.0,4,Yes,Medium,Tier 3,Yes,Medium,Not Placed,0.0
327,Male,CSE,4.14,62.0,37.3,0,5.8,57.8,4,2,3,3,2,3,1,7.6,1,No,Medium,Tier 3,No,Medium,Not Placed,0.0
328,Female,CSE,2.33,23.6,56.0,3,5.6,67.2,3,3,3,4,2,5,3,6.8,4,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
329,Male,ECE,4.91,63.7,67.3,0,3.7,77.8,2,1,1,3,3,1,0,6.4,3,No,High,Tier 3,Yes,Low,Not Placed,0.0
330,Male,ECE,8.72,79.6,86.9,1,7.8,83.4,1,4,2,4,1,1,2,6.3,7,No,Medium,Tier 2,Yes,Low,Placed,13.79
331,Male,CSE,7.12,76.6,70.9,0,6.6,87.4,1,2,3,3,4,2,2,7.5,5,No,Medium,Tier 2,Yes,Low,Placed,13.3
332,Female,CSE,5.8,71.4,59.3,1,5.5,88.6,5,3,3,3,4,2,0,7.1,3,No,Medium,Tier 2,No,Low,Placed,13.28
333,Male,CSE,0.89,16.0,23.8,1,1.0,53.6,2,0,2,3,1,1,1,7.2,7,No,High,Tier 2,No,Low,Not Placed,0.0
334,Male,CSE,6.94,75.7,73.0,0,5.4,75.0,4,2,3,1,3,4,0,8.0,6,Yes,High,Tier 3,Yes,High,Placed,15.39
335,Male,EE,1.66,25.0,43.8,0,2.9,25.9,2,1,2,2,2,3,0,6.9,3,No,Medium,Tier 2,Yes,Medium,Not Placed,0.0
336,Male,CE,7.86,88.9,100.0,0,6.1,86.1,5,3,4,2,5,3,1,8.6,9,No,Medium,Tier 1,Yes,Low,Placed,16.63
337,Female,CSE,2.5,38.6,40.0,0,3.4,58.0,1,1,1,4,2,0,1,4.6,4,No,Low,Tier 1,Yes,Low,Not Placed,0.0
338,Female,ECE,4.17,51.0,42.9,1,4.2,50.8,3,1,4,3,3,3,1,5.4,7,Yes,Medium,Tier 3,Yes,Medium,Not Placed,0.0
339,Male,CE,3.5,60.3,40.5,0,4.1,56.3,3,1,2,4,2,1,2,9.2,5,No,Low,Tier 3,Yes,Medium,Not Placed,0.0
340,Male,CSE,8.59,94.6,84.9,0,6.6,85.5,6,4,5,3,3,4,4,6.5,9,No,High,Tier 3,Yes,Medium,Placed,18.38
341,Male,ME,1.27,18.9,17.9,0,2.5,59.3,2,1,1,2,1,1,0,7.4,7,No,Medium,Tier 3,Yes,High,Not Placed,0.0
342,Male,CE,5.66,62.3,51.5,0,4.6,91.2,3,2,3,2,3,3,0,8.5,3,No,High,Tier 1,Yes,Medium,Placed,14.52
343,Male,CSE,1.42,26.3,50.3,1,2.7,57.6,0,1,0,2,0,2,5,7.4,9,No,Medium,Tier 1,Yes,Low,Not Placed,0.0
344,Male,CSE,7.05,75.7,77.4,0,7.8,76.3,3,3,4,3,3,3,1,8.1,3,No,Low,Tier 2,Yes,Medium,Placed,16.88
345,Male,EE,9.05,100.0,82.1,0,8.1,100.0,4,2,5,3,5,4,1,7.7,3,Yes,Medium,Tier 1,Yes,Low,Placed,18.82
346,Female,ECE,4.35,55.7,61.0,2,4.9,68.9,3,2,3,2,2,5,2,8.2,9,Yes,Medium,Tier 1,Yes,Medium,Not Placed,0.0
347,Female,CSE,4.88,36.1,45.3,0,5.7,63.4,4,0,3,4,0,3,2,7.6,5,No,High,Tier 3,Yes,Low,Not Placed,0.0
348,Male,CSE,9.27,88.4,81.2,1,6.6,100.0,4,2,4,3,5,3,2,7.9,6,Yes,Medium,Tier 3,No,Medium,Placed,18.11
349,Male,ECE,5.21,40.0,51.6,0,6.9,57.4,1,1,3,3,2,2,3,6.3,6,No,Medium,Tier 1,Yes,Low,Placed,11.99
350,Female,IT,4.88,53.2,73.6,0,3.9,71.5,1,2,3,2,2,1,2,7.6,3,No,Medium,Tier 2,Yes,High,Placed,12.51
